"variable_en","unit_en","name_en","description_en","method_en","sampling_period_en","topic_en","variable_fr","unit_fr","name_fr","description_fr","method_fr","sampling_period_fr","topic_fr","source","preferred_hydrological_month","is_date","to_normalise","palette","script_path"
"RSAl_SON","mm","Cumulative daily liquid precipitation of each autumn","Months of September, October, and November","","09-01, 11-30","Precipitations, Moderate, Intensity","RSAl_SON","mm","Cumul des précipitations liquides journalières de chaque automne","Mois de septembre, octobre et novembre","","01-09, 30-11","Précipitations, Modérée, Intensité",NA,NA,FALSE,FALSE,"#452C1A #7F4A23 #B3762A #D4B86A #EFE0B0 #BCE6DB #7ACEB9 #449C93 #2A6863 #193830","Precipitations/RSAl_season.R"
"RSAs_DJF","mm","Cumulative daily solid precipitation of each winter","Months of December, January, and February","","12-01, 02-28(29)","Precipitations, Moderate, Intensity","RSAs_DJF","mm","Cumul des précipitations solides journalières de chaque hiver","Mois de décembre, janvier et février","","01-12, 28(29)-02","Précipitations, Modérée, Intensité",NA,NA,FALSE,FALSE,"#452C1A #7F4A23 #B3762A #D4B86A #EFE0B0 #BCE6DB #7ACEB9 #449C93 #2A6863 #193830","Precipitations/RSAs_season.R"
"RSAs_MAM","mm","Cumulative daily solid precipitation of each spring","Months of March, April, and May","","03-01, 05-31","Precipitations, Moderate, Intensity","RSAs_MAM","mm","Cumul des précipitations solides journalières de chaque printemps","Mois de mars, avril et mai","","01-03, 31-05","Précipitations, Modérée, Intensité",NA,NA,FALSE,FALSE,"#452C1A #7F4A23 #B3762A #D4B86A #EFE0B0 #BCE6DB #7ACEB9 #449C93 #2A6863 #193830","Precipitations/RSAs_season.R"
"RSAs_JJA","mm","Cumulative daily solid precipitation of each summer","Months of June, July, and August","","06-01, 08-31","Precipitations, Moderate, Intensity","RSAs_JJA","mm","Cumul des précipitations solides journalières de chaque été","Mois de juin, juillet et août","","01-06, 31-08","Précipitations, Modérée, Intensité",NA,NA,FALSE,FALSE,"#452C1A #7F4A23 #B3762A #D4B86A #EFE0B0 #BCE6DB #7ACEB9 #449C93 #2A6863 #193830","Precipitations/RSAs_season.R"
"RSAs_SON","mm","Cumulative daily solid precipitation of each autumn","Months of September, October, and November","","09-01, 11-30","Precipitations, Moderate, Intensity","RSAs_SON","mm","Cumul des précipitations solides journalières de chaque automne","Mois de septembre, octobre et novembre","","01-09, 30-11","Précipitations, Modérée, Intensité",NA,NA,FALSE,FALSE,"#452C1A #7F4A23 #B3762A #D4B86A #EFE0B0 #BCE6DB #7ACEB9 #449C93 #2A6863 #193830","Precipitations/RSAs_season.R"
"epsilon_R_DJF","without unit","Winter flow elasticity to precipitation","Months of December, January, and February","1. seasonal annual aggregation [12-01, 02-28(29)] - mean flow and mean liquid precipitation
2. no temporal aggregation - calculation of elasticity ε","12-01, 02-28(29)","Flow / Precipitations, Sensitivity to Climate Variability","epsilon_R_DJF","sans unité","Élasticité hivernale du débit aux précipitations","Mois de décembre, janvier et février","1. agrégation annuelle saisonnalisée [01-12, 28(29)-02] - débit moyen et précipitations liquides moyennes
2. aucune agrégation temporelle - calcul de l’élasticité ε","01-12, 28(29)-02","Débit / Précipitations, Sensibilité à la variabilité climatique","SANKARASUBRAMANIAN, A., R. M. VOGEL et J. F. LIMBRUNNER (1991). « Climate elasticity of streamflow in the United States ». In : Water Resour. Res. 37, p. 1771-1781.",NA,FALSE,TRUE,NA,"Sensitivity_to_Climate_Variability/epsilon_R_season.R"
"epsilon_R_MAM","without unit","Spring flow elasticity to precipitation","Months of March, April, and May","1. seasonal annual aggregation [03-01, 05-31] - mean flow and mean liquid precipitation
2. no temporal aggregation - calculation of elasticity ε","03-01, 05-31","Flow / Precipitations, Sensitivity to Climate Variability","epsilon_R_MAM","sans unité","Élasticité printanière du débit aux précipitations","Mois de mars, avril et mai","1. agrégation annuelle saisonnalisée [01-03, 31-05] - débit moyen et précipitations liquides moyennes
2. aucune agrégation temporelle - calcul de l’élasticité ε","01-03, 31-05","Débit / Précipitations, Sensibilité à la variabilité climatique","SANKARASUBRAMANIAN, A., R. M. VOGEL et J. F. LIMBRUNNER (1991). « Climate elasticity of streamflow in the United States ». In : Water Resour. Res. 37, p. 1771-1781.",NA,FALSE,TRUE,NA,"Sensitivity_to_Climate_Variability/epsilon_R_season.R"
"epsilon_R_JJA","without unit","Summer flow elasticity to precipitation","Months of June, July, and August","1. seasonal annual aggregation [06-01, 08-31] - mean flow and mean liquid precipitation
2. no temporal aggregation - calculation of elasticity ε","06-01, 08-31","Flow / Precipitations, Sensitivity to Climate Variability","epsilon_R_JJA","sans unité","Élasticité estivale du débit aux précipitations","Mois de juin, juillet et août","1. agrégation annuelle saisonnalisée [01-06, 31-08] - débit moyen et précipitations liquides moyennes
2. aucune agrégation temporelle - calcul de l’élasticité ε","01-06, 31-08","Débit / Précipitations, Sensibilité à la variabilité climatique","SANKARASUBRAMANIAN, A., R. M. VOGEL et J. F. LIMBRUNNER (1991). « Climate elasticity of streamflow in the United States ». In : Water Resour. Res. 37, p. 1771-1781.",NA,FALSE,TRUE,NA,"Sensitivity_to_Climate_Variability/epsilon_R_season.R"
"epsilon_R_SON","without unit","Autumn flow elasticity to precipitation","Months of September, October, and November","1. seasonal annual aggregation [09-01, 11-30] - mean flow and mean liquid precipitation
2. no temporal aggregation - calculation of elasticity ε","09-01, 11-30","Flow / Precipitations, Sensitivity to Climate Variability","epsilon_R_SON","sans unité","Élasticité automnale du débit aux précipitations","Mois de septembre, octobre et novembre","1. agrégation annuelle saisonnalisée [01-09, 30-11] - débit moyen et précipitations liquides moyennes
2. aucune agrégation temporelle - calcul de l’élasticité ε","01-09, 30-11","Débit / Précipitations, Sensibilité à la variabilité climatique","SANKARASUBRAMANIAN, A., R. M. VOGEL et J. F. LIMBRUNNER (1991). « Climate elasticity of streamflow in the United States ». In : Water Resour. Res. 37, p. 1771-1781.",NA,FALSE,TRUE,NA,"Sensitivity_to_Climate_Variability/epsilon_R_season.R"
"epsilon_R","without unit","Annual flow elasticity to precipitation","","1. annual aggregation [Month of minimum monthly flows] - mean flow and mean total precipitation
2. no temporal aggregation - calculation of elasticity ε","Month of minimum monthly flows","Flow / Precipitations, Sensitivity to Climate Variability","epsilon_R","sans unité","Élasticité annuelle du débit aux précipitations","","1. agrégation annuelle [Mois du minimum des débits mensuels] - débit moyen et précipitations totales moyennes
2. aucune agrégation temporelle - calcul de l’élasticité ε","Mois du minimum des débits mensuels","Débit / Précipitations, Sensibilité à la variabilité climatique","SANKARASUBRAMANIAN, A., R. M. VOGEL et J. F. LIMBRUNNER (1991). « Climate elasticity of streamflow in the United States ». In : Water Resour. Res. 37, p. 1771-1781.",NA,FALSE,TRUE,NA,"Sensitivity_to_Climate_Variability/epsilon_R.R"
"epsilon_T_DJF","without unit","Winter flow elasticity to air temperatures","Months of December, January, and February","1. seasonal annual aggregation [12-01, 02-28(29)] - mean flow and mean temperatures
2. no temporal aggregation - calculation of elasticity ε","12-01, 02-28(29)","Flow / Temperature, Sensitivity to Climate Variability","epsilon_T_DJF","sans unité","Élasticité hivernale du débit aux températures de l’air","Mois de décembre, janvier et février","1. agrégation annuelle saisonnalisée [01-12, 28(29)-02] - débit moyen et températures moyennes
2. aucune agrégation temporelle - calcul de l’élasticité ε","01-12, 28(29)-02","Débit / Température, Sensibilité à la variabilité climatique","SANKARASUBRAMANIAN, A., R. M. VOGEL et J. F. LIMBRUNNER (1991). « Climate elasticity of streamflow in the United States ». In : Water Resour. Res. 37, p. 1771-1781.",NA,FALSE,TRUE,NA,"Sensitivity_to_Climate_Variability/epsilon_T_season.R"
"epsilon_T_MAM","without unit","Spring flow elasticity to air temperatures","Months of March, April, and May","1. seasonal annual aggregation [03-01, 05-31] - mean flow and mean temperatures
2. no temporal aggregation - calculation of elasticity ε","03-01, 05-31","Flow / Temperature, Sensitivity to Climate Variability","epsilon_T_MAM","sans unité","Élasticité printanière du débit aux températures de l’air","Mois de mars, avril et mai","1. agrégation annuelle saisonnalisée [01-03, 31-05] - débit moyen et températures moyennes
2. aucune agrégation temporelle - calcul de l’élasticité ε","01-03, 31-05","Débit / Température, Sensibilité à la variabilité climatique","SANKARASUBRAMANIAN, A., R. M. VOGEL et J. F. LIMBRUNNER (1991). « Climate elasticity of streamflow in the United States ». In : Water Resour. Res. 37, p. 1771-1781.",NA,FALSE,TRUE,NA,"Sensitivity_to_Climate_Variability/epsilon_T_season.R"
"epsilon_T_JJA","without unit","Summer flow elasticity to air temperatures","Months of June, July, and August","1. seasonal annual aggregation [06-01, 08-31] - mean flow and mean temperatures
2. no temporal aggregation - calculation of elasticity ε","06-01, 08-31","Flow / Temperature, Sensitivity to Climate Variability","epsilon_T_JJA","sans unité","Élasticité estivale du débit aux températures de l’air","Mois de juin, juillet et août","1. agrégation annuelle saisonnalisée [01-06, 31-08] - débit moyen et températures moyennes
2. aucune agrégation temporelle - calcul de l’élasticité ε","01-06, 31-08","Débit / Température, Sensibilité à la variabilité climatique","SANKARASUBRAMANIAN, A., R. M. VOGEL et J. F. LIMBRUNNER (1991). « Climate elasticity of streamflow in the United States ». In : Water Resour. Res. 37, p. 1771-1781.",NA,FALSE,TRUE,NA,"Sensitivity_to_Climate_Variability/epsilon_T_season.R"
"epsilon_T_SON","without unit","Autumn flow elasticity to air temperatures","Months of September, October, and November","1. seasonal annual aggregation [09-01, 11-30] - mean flow and mean temperatures
2. no temporal aggregation - calculation of elasticity ε","09-01, 11-30","Flow / Temperature, Sensitivity to Climate Variability","epsilon_T_SON","sans unité","Élasticité automnale du débit aux températures de l’air","Mois de septembre, octobre et novembre","1. agrégation annuelle saisonnalisée [01-09, 30-11] - débit moyen et températures moyennes
2. aucune agrégation temporelle - calcul de l’élasticité ε","01-09, 30-11","Débit / Température, Sensibilité à la variabilité climatique","SANKARASUBRAMANIAN, A., R. M. VOGEL et J. F. LIMBRUNNER (1991). « Climate elasticity of streamflow in the United States ». In : Water Resour. Res. 37, p. 1771-1781.",NA,FALSE,TRUE,NA,"Sensitivity_to_Climate_Variability/epsilon_T_season.R"
"epsilon_T","without unit","Annual flow elasticity to air temperatures","","1. annual aggregation [Month of minimum monthly flows] - mean flow and mean temperatures
2. no temporal aggregation - calculation of elasticity ε","Month of minimum monthly flows","Flow / Temperature, Sensitivity to Climate Variability","epsilon_T","sans unité","Élasticité annuelle du débit aux températures de l’air","","1. agrégation annuelle [Mois du minimum des débits mensuels] - débit moyen et températures moyennes
2. aucune agrégation temporelle - calcul de l’élasticité ε","Mois du minimum des débits mensuels","Débit / Température, Sensibilité à la variabilité climatique","SANKARASUBRAMANIAN, A., R. M. VOGEL et J. F. LIMBRUNNER (1991). « Climate elasticity of streamflow in the United States ». In : Water Resour. Res. 37, p. 1771-1781.",NA,FALSE,TRUE,NA,"Sensitivity_to_Climate_Variability/epsilon_T.R"
"RAT_ET0","bool","Robustness test to a variation in reference evapotranspiration","","1. annual aggregation [09-01, 08-31] - Qref − Qsim and mean temperatures
2. no temporal aggregation - RAT with a 10 % risk","09-01, 08-31","Flow / Evapotranspiration, Sensitivity to Climate Variability","RAT_ET0","bool","Test de robustesse à une variation d'évapotranspiration de référence","","1. agrégation annuelle [01-09, 31-08] - Qref − Qsim et températures moyennes
2. aucune agrégation temporelle - RAT avec un risque de 10 %","01-09, 31-08","Débit / Évapotranspiration, Sensibilité à la variabilité climatique","NICOLLE, P. et al. (2021). « Technical note : RAT – a robustness assessment test for calibrated and uncalibrated hydrological models ». In : Hydrol. Earth Syst. Sci. 25, p. 5013-5027. DOI : 10.5194/hess-25-5013-2021.",NA,FALSE,FALSE,NA,"Sensitivity_to_Climate_Variability/RAT_ET0.R"
"RAT_R","bool","Robustness test to a variation in precipitation","","1. annual aggregation [09-01, 08-31] - Qref − Qsim and mean temperatures
2. no temporal aggregation - RAT with a 10 % risk","09-01, 08-31","Flow / Precipitations, Sensitivity to Climate Variability","RAT_R","bool","Test de robustesse à une variation de précipitations","","1. agrégation annuelle [01-09, 31-08] - Qref − Qsim et températures moyennes
2. aucune agrégation temporelle - RAT avec un risque de 10 %","01-09, 31-08","Débit / Précipitations, Sensibilité à la variabilité climatique","NICOLLE, P. et al. (2021). « Technical note : RAT – a robustness assessment test for calibrated and uncalibrated hydrological models ». In : Hydrol. Earth Syst. Sci. 25, p. 5013-5027. DOI : 10.5194/hess-25-5013-2021.",NA,FALSE,FALSE,NA,"Sensitivity_to_Climate_Variability/RAT_R.R"
"RAT_T","bool","Robustness test to air temperature variation","","1. annual aggregation [09-01, 08-31] - Qref − Qsim and mean temperatures
2. no temporal aggregation - RAT with a 10 % risk","09-01, 08-31","Flow / Temperature, Sensitivity to Climate Variability","RAT_T","bool","Test de robustesse à une variation de température de l’air","","1. agrégation annuelle [01-09, 31-08] - Qref − Qsim et températures moyennes
2. aucune agrégation temporelle - RAT avec un risque de 10 %","01-09, 31-08","Débit / Température, Sensibilité à la variabilité climatique","NICOLLE, P. et al. (2021). « Technical note : RAT – a robustness assessment test for calibrated and uncalibrated hydrological models ». In : Hydrol. Earth Syst. Sci. 25, p. 5013-5027. DOI : 10.5194/hess-25-5013-2021.",NA,FALSE,FALSE,NA,"Sensitivity_to_Climate_Variability/RAT_T.R"
"Rc","m^{3}.s^{-1}.mm^{-1}","Runoff coefficient","The ratio between the sum of flows and the sum of precipitations","",NA,"Flow / Precipitations, Sensitivity to climate variability","Rc","m^{3}.s^{-1}.mm^{-1}","Coefficient de ruissellement","Rapport entre la somme des débits et la somme des précipitations","",NA,"Débit / Précipitations, Sensibilité à la variabilité climatique",NA,NA,FALSE,TRUE,NA,"Sensitivity_to_Climate_Variability/Rc.R"
"meanTA","°C","Average of annual average temperatures","","1. annual aggregation [09-01, 08-31] - mean
2. no temporal aggregation - average","09-01, 08-31","Temperature, Average, Intensity","moyTA","°C","Moyenne des températures moyennes annuelles","","1. agrégation annuelle [01-09, 31-08] - moyenne
2. aucune agrégation temporelle - moyenne","01-09, 31-08","Température, Moyenne, Intensité",NA,NA,FALSE,FALSE,"#053061 #2166AC #4393C3 #92C5DE #D1E5F0 #FDDBC7 #F4A582 #D6604D #B2182B #67001F","Temperature/meanTA.R"
"meanTSA_DJF","°C","Average temperatures of each winter (months of December, January and February)","description","1. seasonal annual aggregation [12-01, 02-28(29)] - average
2. no temporal aggregation - average","12-01, 02-28(29)","Temperature, Average, Intensity","moyTSA_DJF","°C","Moyenne des températures de chaque hiver","Mois de décembre, janvier et février","1. agrégation annuelle saisonnalisé [01-12, 28(29)-02] - moyenne
2. aucune agrégation temporelle - moyenne","01-12, 28(29)-02","Température, Moyenne, Intensité",NA,NA,FALSE,FALSE,"#053061 #2166AC #4393C3 #92C5DE #D1E5F0 #FDDBC7 #F4A582 #D6604D #B2182B #67001F","Temperature/meanTSA_season.R"
"meanTSA_MAM","°C","Average temperatures of each spring (months of March, April and May)","description","1. seasonal annual aggregation [03-01, 05-31] - average
2. no temporal aggregation - average","03-01, 05-31","Temperature, Average, Intensity","moyTSA_MAM","°C","Moyenne des températures de chaque printemps","Mois de mars, avril et mai","1. agrégation annuelle saisonnalisé [01-03, 31-05] - moyenne
2. aucune agrégation temporelle - moyenne","01-03, 31-05","Température, Moyenne, Intensité",NA,NA,FALSE,FALSE,"#053061 #2166AC #4393C3 #92C5DE #D1E5F0 #FDDBC7 #F4A582 #D6604D #B2182B #67001F","Temperature/meanTSA_season.R"
"meanTSA_JJA","°C","Average temperatures of each summer (months of June, July and August)","description","1. seasonal annual aggregation [06-01, 08-31] - average
2. no temporal aggregation - average","06-01, 08-31","Temperature, Average, Intensity","moyTSA_JJA","°C","Moyenne des températures de chaque été","Mois de juin, juillet et août","1. agrégation annuelle saisonnalisé [01-06, 31-08] - moyenne
2. aucune agrégation temporelle - moyenne","01-06, 31-08","Température, Moyenne, Intensité",NA,NA,FALSE,FALSE,"#053061 #2166AC #4393C3 #92C5DE #D1E5F0 #FDDBC7 #F4A582 #D6604D #B2182B #67001F","Temperature/meanTSA_season.R"
"meanTSA_SON","°C","Average temperatures of each fall (months of September, October and November)","description","1. seasonal annual aggregation [09-01, 11-30] - average
2. no temporal aggregation - average","09-01, 11-30","Temperature, Average, Intensity","moyTSA_SON","°C","Moyenne des températures de chaque automne","Mois de septembre, octobre et novembre","1. agrégation annuelle saisonnalisé [01-09, 30-11] - moyenne
2. aucune agrégation temporelle - moyenne","01-09, 30-11","Température, Moyenne, Intensité",NA,NA,FALSE,FALSE,"#053061 #2166AC #4393C3 #92C5DE #D1E5F0 #FDDBC7 #F4A582 #D6604D #B2182B #67001F","Temperature/meanTSA_season.R"
